Creator ID,Creator username,Group,Creator Network manager,Creator type,Relationship status,Subscription status,Joined time,Days since joining,Invitation type,Invited by,Promote permission,Baseline Diamond goal,Last goal update,Next goal update,Min. goal next update,Max. goal next update,Last LIVE,Notes,Followers,Videos,Likes,Diamonds in L30D,Valid go LIVE days in L30D,LIVE duration in L30D
7418350591937773569,jazzelliottee,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 23:32:08 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 23:32:08 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:23 21:25:12 (UTC+0),,10237,335,24237,202430,22,133.89
7359137023061721093,ashayjustshay08,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2023:11:21 19:56:01 (UTC+0),370,Regular,wes@yourdreamsocial.com,No,50000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,500000,2024:11:21 17:46:02 (UTC+0),,9496,311,8484,197239,17,36.43
7359139890367496198,cryptic._.sin,Gothammites,jamesgordonledgerjoker@gmail.com,Veteran,Effective,Started,2024:04:17 02:17:29 (UTC+0),222,Regular,wes@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:24 06:11:56 (UTC+0),,2842,147,3736,192368,25,49.97
7359138345168961542,slayerqueen91,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:02:07 19:12:58 (UTC+0),292,Regular,wes@yourdreamsocial.com,No,20000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,400000,2024:11:24 03:00:37 (UTC+0),,4774,458,7116,146462,10,25.13
7381797186625028097,augustrush16,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:06:18 11:10:23 (UTC+0),160,Regular,anita@yourdreamsocial.com,No,0,2024:06:18 11:10:23 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:19 14:00:03 (UTC+0),,7081,1860,32936,132063,25,99.11
7359136953603981317,d3m0nf0xy,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2023:11:16 18:12:01 (UTC+0),375,Regular,wes@yourdreamsocial.com,No,50000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,500000,2024:11:24 04:50:38 (UTC+0),,1892,254,5465,118773,28,163.72
7426983745267318801,janusarchon,Captin Joker,saltybones31@gmail.com,Veteran,Effective,Started,2024:10:18 05:35:29 (UTC+0),38,Regular,saltybones31@gmail.com,No,100000,2024:10:18 05:35:29 (UTC+0),2025:04:01 00:00:00 (UTC+0),20000,600000,2024:11:19 22:00:36 (UTC+0),,4647,100,3090,117183,8,29.33
7359138195046563846,mizzkarma1386,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:01:30 20:04:57 (UTC+0),300,Regular,wes@yourdreamsocial.com,No,50000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,500000,2024:11:24 02:19:13 (UTC+0),,5287,252,16514,112854,9,18.05
7359139366989627397,samlove881,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:03:26 22:51:06 (UTC+0),244,Regular,wes@yourdreamsocial.com,No,50000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,500000,2024:11:23 06:52:27 (UTC+0),,6130,621,20367,111837,27,65.69
7388284791826694161,theparkerdean,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:07:05 22:57:02 (UTC+0),143,Regular,wes@yourdreamsocial.com,No,0,2024:07:05 22:57:02 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:22 07:15:32 (UTC+0),,16430,455,56545,109816,16,22.56
7359139917408206854,jessica.chin.king,Not in a group,wes@yourdreamsocial.com,Pro,Effective,Started,2024:04:17 20:26:28 (UTC+0),222,Regular,wes@yourdreamsocial.com,No,300000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,1300000,2024:11:24 01:20:40 (UTC+0),,26035,173,34583,100386,10,26.23
7359137270508847110,melly_spinelly,Maxed Out,kremaindustries@gmail.com,Veteran,Effective,Started,2023:12:07 05:56:02 (UTC+0),354,Regular,wes@yourdreamsocial.com,No,50000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,500000,2024:11:24 03:42:29 (UTC+0),,122243,859,805919,82079,15,36.08
7398004243124355073,itzharleyqt,Gothammites,jamesgordonledgerjoker@gmail.com,Rookie,Effective,Started,2024:08:01 03:23:29 (UTC+0),116,Regular,anita@yourdreamsocial.com,No,0,2024:08:01 03:23:29 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:24 02:43:00 (UTC+0),,16219,2142,97980,80401,20,79
7400133017064325121,lolaaastone,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:08:06 21:08:17 (UTC+0),111,Regular,wes@yourdreamsocial.com,No,0,2024:08:06 21:08:17 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:23 01:53:46 (UTC+0),,19516,93,21100,78872,18,48.8
7359138137831931910,itskultt,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:01:27 15:28:22 (UTC+0),303,Regular,wes@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:23 03:51:42 (UTC+0),,14749,22,1769,75484,23,46.5
7396786530582577169,trulytierra,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:28 21:23:04 (UTC+0),120,Regular,anita@yourdreamsocial.com,No,0,2024:07:28 21:23:04 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 09:38:38 (UTC+0),,15249,499,61857,73380,12,34.51
7359137671107084293,jaewes_,Maxed Out,kremaindustries@gmail.com,Veteran,Effective,Started,2024:01:03 01:55:02 (UTC+0),327,Regular,wes@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:23 00:01:43 (UTC+0),,38835,181,183866,66476,7,16.09
7432390405716443152,relaxwithalexa,Maxed Out,kremaindustries@gmail.com,Rookie,Effective,Not started,2024:11:01 19:24:43 (UTC+0),24,Regular,kremaindustries@gmail.com,No,0,2024:11:01 19:24:43 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:24 01:16:07 (UTC+0),,889,2,27,66151,9,25.74
7418265474875605008,mrjaytiktok,PEPE’s Team,adamweintraub@outlook.com,Rookie,Effective,Not started,2024:09:24 17:45:49 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 17:45:49 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:22 01:46:08 (UTC+0),,761,103,822,64208,21,58.14
7438783306952474640,shyrobin1,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:11:19 00:45:42 (UTC+0),6,Regular,saltybones31@gmail.com,No,0,2024:11:19 00:45:42 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:24 06:56:24 (UTC+0),,4214,787,11303,62102,5,37.85
7359136623512289285,qjsteck85,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2023:10:24 22:18:01 (UTC+0),398,Regular,wes@yourdreamsocial.com,No,100000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,600000,2024:11:23 19:04:20 (UTC+0),,9389,803,23990,61227,8,21.75
7417635838604951569,realmusicllc,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:23 01:04:21 (UTC+0),63,Regular,anita@yourdreamsocial.com,No,0,2024:09:23 01:04:21 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:23 01:19:58 (UTC+0),,11422,35,6897,53197,17,48.08
7418280740300849153,kumakaiwolf,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 18:45:04 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 18:45:04 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:24 07:21:10 (UTC+0),,2025,1292,11869,51477,29,239.9
7397882829163724801,lowmoney12,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:31 19:39:12 (UTC+0),117,Regular,anita@yourdreamsocial.com,No,0,2024:07:31 19:39:12 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:10:20 (UTC+0),,5429,275,5351,49966,7,14.18
7359136272700506117,cam_martino,Not in a group,Not managed by Creator Network manager,Pro+,Effective,Started,2023:09:21 16:00:02 (UTC+0),431,Regular,wes@yourdreamsocial.com,No,500000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),50000,2000000,2024:11:23 20:46:56 (UTC+0),,4243,14,4879,48726,1,5.1
7392787768495161345,bigforehead75,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:18 02:04:40 (UTC+0),130,Regular,anita@yourdreamsocial.com,No,0,2024:07:18 02:04:40 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:20 00:30:31 (UTC+0),,616,1,180,48000,8,19.72
7384540591117582337,chasewanders,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:06:25 21:02:20 (UTC+0),153,Regular,wes@yourdreamsocial.com,No,0,2024:06:25 21:02:20 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:22 04:46:59 (UTC+0),,102966,102,16467,46812,17,41.03
7430290109892788241,hakisnear,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:10:27 03:28:21 (UTC+0),29,Regular,wes@yourdreamsocial.com,No,0,2024:10:27 03:28:21 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:24 07:42:16 (UTC+0),,1121,71,14096,44490,21,72.92
7363619798187622416,thxnderdawg,Anita Dreams,anita@yourdreamsocial.com,Veteran,Effective,Not started,2024:04:30 11:32:50 (UTC+0),209,Regular,anita@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:24 01:20:39 (UTC+0),,841,109,508,41071,5,8.95
7359139179739152389,derrickbenenhaley,Captin Joker,saltybones31@gmail.com,Veteran,Effective,Started,2024:03:19 14:20:21 (UTC+0),251,Regular,wes@yourdreamsocial.com,No,20000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,400000,2024:11:24 07:43:57 (UTC+0),,3817,53,2971,40586,23,125.65
7413540310661464080,chillatonin,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:12 00:03:13 (UTC+0),74,Regular,anita@yourdreamsocial.com,No,0,2024:09:12 00:03:13 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:21 22:29:57 (UTC+0),,1859,118,2001,37556,14,69.69
7359139189893595141,lindsaym811,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:03:20 00:41:24 (UTC+0),250,Regular,wes@yourdreamsocial.com,No,50000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,500000,2024:11:23 18:54:15 (UTC+0),,2312,22,905,36164,20,43.9
7417796045788332033,mamaest2023,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:23 11:20:22 (UTC+0),63,Regular,anita@yourdreamsocial.com,No,0,2024:09:23 11:20:22 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:22 01:35:34 (UTC+0),,1929,20,846,35453,5,12.1
7389282963831242769,rebel_on_the_run_666,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:07:08 15:17:45 (UTC+0),140,Regular,anita@yourdreamsocial.com,No,0,2024:07:08 15:17:45 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 19:17:51 (UTC+0),,1575,36,935,34169,18,85.65
7412285103549743120,her_shining_moon,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:08 15:00:52 (UTC+0),78,Regular,anita@yourdreamsocial.com,No,0,2024:09:08 15:00:52 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:20 16:34:09 (UTC+0),,18942,181,65805,33535,6,14.56
7426298195984252945,ellymaelive,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:10:16 09:12:15 (UTC+0),40,Regular,wes@yourdreamsocial.com,No,0,2024:10:16 09:12:15 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:22 11:06:22 (UTC+0),,41468,601,535593,30838,19,45.96
7359137796080304133,donndottaaa,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:01:10 02:36:01 (UTC+0),320,Regular,wes@yourdreamsocial.com,No,100000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,600000,2024:11:21 17:05:45 (UTC+0),,3780,111,18413,29424,7,24.45
7402300478660329473,rachel.kuhn,PEPE’s Team,adamweintraub@outlook.com,Veteran,Effective,Started,2024:08:12 17:11:38 (UTC+0),105,Regular,wes@yourdreamsocial.com,No,50000,2024:08:12 17:11:38 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,500000,2024:11:22 01:19:52 (UTC+0),,74082,62,93878,28301,2,6.41
7418268970849189905,samuelspirit12,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 18:03:10 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 18:03:10 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:24 01:54:54 (UTC+0),,4087,600,4286,27580,27,125.95
7359136832673742854,teepain_,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2023:11:09 00:00:02 (UTC+0),382,Regular,wes@yourdreamsocial.com,No,50000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,500000,2024:11:22 10:45:01 (UTC+0),,2003,15,1299,26335,23,88.99
7359138463696027654,elevansworldd,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:02:16 21:27:33 (UTC+0),283,Regular,wes@yourdreamsocial.com,No,20000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,400000,2024:11:19 03:03:01 (UTC+0),,4014,16,1043,26055,3,8.95
7395996558631944193,itsniecie,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:26 17:33:13 (UTC+0),122,Regular,anita@yourdreamsocial.com,No,0,2024:07:26 17:33:13 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 06:02:19 (UTC+0),,3563,264,16637,25895,19,60.97
7429496316847489025,matty_ya_daddy,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:10:25 00:00:27 (UTC+0),31,Regular,wes@yourdreamsocial.com,No,0,2024:10:25 00:00:27 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:24 06:19:13 (UTC+0),,2211,19,543,25855,12,26.3
7412480746046177281,orxngecrxsh1,Anita Dreams,anita@yourdreamsocial.com,Veteran,Effective,Started,2024:09:09 03:36:33 (UTC+0),77,Regular,anita@yourdreamsocial.com,No,20000,2024:09:09 03:36:33 (UTC+0),2025:03:01 00:00:00 (UTC+0),20000,400000,2024:11:23 17:22:17 (UTC+0),,1760,111,23681,24538,14,43.29
7359139571277463558,kellieengland1,Not in a group,wes@yourdreamsocial.com,Pro,Effective,Started,2024:04:03 05:08:40 (UTC+0),236,Regular,wes@yourdreamsocial.com,No,200000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,1000000,2024:11:24 03:15:49 (UTC+0),,10131,447,15414,24373,26,73.77
7359139890388402182,maggiepie1321,Gothammites,jamesgordonledgerjoker@gmail.com,Veteran,Effective,Started,2024:04:17 02:33:51 (UTC+0),222,Regular,wes@yourdreamsocial.com,No,50000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,500000,2024:10:30 01:14:22 (UTC+0),,11290,37,2629,24226,3,8.07
7359139340792004613,daisy.faust,Maxed Out,kremaindustries@gmail.com,Veteran,Effective,Not started,2024:03:26 04:04:52 (UTC+0),244,Regular,wes@yourdreamsocial.com,No,50000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,500000,2024:11:17 07:23:06 (UTC+0),,2823,0,0,23960,15,53.98
7397879507446743057,ariesmoonrising3724,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:31 19:24:03 (UTC+0),117,Regular,anita@yourdreamsocial.com,No,0,2024:07:31 19:24:03 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 03:02:25 (UTC+0),,12226,35,8037,22265,12,52.96
7395834275884679184,queen_johnny2022,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:26 07:00:47 (UTC+0),122,Regular,anita@yourdreamsocial.com,No,0,2024:07:26 07:00:47 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 03:27:24 (UTC+0),,4392,527,26249,21826,8,24.1
7416955904609796097,adripro39,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:09:21 05:02:09 (UTC+0),65,Regular,anita@yourdreamsocial.com,No,0,2024:09:21 05:02:09 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:17 16:31:07 (UTC+0),,4713,212,251108,21813,9,20.57
7359137769349775366,cosplayjay85,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:01:08 21:02:00 (UTC+0),322,Regular,wes@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:22 13:09:53 (UTC+0),,3780,188,2525,21701,12,25.99
7401203898649919505,crazyhatchet,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:08:09 18:21:30 (UTC+0),108,Regular,anita@yourdreamsocial.com,No,0,2024:08:09 18:21:30 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:16 16:32:35 (UTC+0),,1016,17,1108,21599,4,18.84
7359137407096127494,gremlinn666,Maxed Out,kremaindustries@gmail.com,Veteran,Effective,Started,2023:12:14 21:57:00 (UTC+0),347,Regular,wes@yourdreamsocial.com,No,20000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,400000,2024:11:23 00:47:24 (UTC+0),,2953,3,332,20678,7,31.23
7368063342683996177,starly_quinn,Anita Dreams,anita@yourdreamsocial.com,Veteran,Effective,Started,2024:05:12 10:59:06 (UTC+0),197,Regular,anita@yourdreamsocial.com,No,20000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,400000,2024:11:23 00:42:46 (UTC+0),,5507,117,6294,19237,8,13.4
7361167933315416080,marlenabrown73,Anita Dreams,anita@yourdreamsocial.com,Veteran,Effective,Started,2024:04:23 21:18:05 (UTC+0),216,Regular,anita@yourdreamsocial.com,No,50000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,500000,2024:11:22 22:40:04 (UTC+0),,4111,307,4623,17636,26,122.65
7382819484832284688,truckerfool50,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:06:23 09:06:42 (UTC+0),155,Regular,anita@yourdreamsocial.com,No,0,2024:06:23 09:06:42 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:05 22:30:50 (UTC+0),,3006,119,3700,17248,6,12.86
7438728233454927888,lucyoegan,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:11:18 21:11:32 (UTC+0),7,Regular,wes@yourdreamsocial.com,No,0,2024:11:18 21:11:32 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:24 05:13:54 (UTC+0),,3656,391,14725,16826,2,6.36
7395844184344870929,lil_.buddy_91,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:31 12:58:43 (UTC+0),117,Regular,anita@yourdreamsocial.com,No,0,2024:07:31 12:58:43 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:19 09:14:42 (UTC+0),,8379,41,9719,16086,13,48.15
7359136622111129606,meganschaner,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2023:10:24 17:47:01 (UTC+0),398,Regular,wes@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:24 07:04:27 (UTC+0),,9828,101,6382,15593,28,94.07
7359137813847703558,theejoker000,Gothammites,jamesgordonledgerjoker@gmail.com,Veteran,Effective,Started,2024:01:10 20:41:01 (UTC+0),320,Regular,wes@yourdreamsocial.com,No,50000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,500000,2024:11:24 00:39:31 (UTC+0),,10939,313,25548,15373,12,22.38
